ANNO;CODICE_MESE;NOME_MESE;CODICE_PRODOTTO;NOME_PRODOTTO;PREZZO;IVA;ACCISA;NETTO
2002;13;Anno;1;Benzina;1046,23;174,37;541,84;330,03
2002;13;Anno;2;Diesel;855,74;142,62;403,21;309,91
2002;13;Anno;3;Gasolio riscaldamento;838,26;139,71;405,24;293,31
2002;13;Anno;5;GPL;519,28;86,55;156,62;276,11
2002;13;Anno;6;O.C. fluido BTZ;477,22;43,38;166,84;267,00
2002;13;Anno;7;O.C. ATZ;233,82;0,00;63,75;170,07
2002;13;Anno;8;O.C. denso BTZ;210,32;0,00;31,39;178,93
2002;14;Primo Trimestre;1;Benzina;1005,91;167,65;541,84;296,42
2002;14;Primo Trimestre;2;Diesel;839,35;139,89;403,21;296,25
2002;14;Primo Trimestre;3;Gasolio riscaldamento;830,82;138,48;409,50;282,84
2002;14;Primo Trimestre;5;GPL;505,80;84,30;156,62;264,88
2002;14;Primo Trimestre;6;O.C. fluido BTZ;470,34;42,76;166,84;260,74
2002;14;Primo Trimestre;8;O.C. denso BTZ;196,14;0,00;31,39;164,75
2002;15;Secondo Trimestre;1;Benzina;1065,42;177,57;541,84;346,01
2002;15;Secondo Trimestre;2;Diesel;864,00;144,00;403,21;316,79
2002;15;Secondo Trimestre;3;Gasolio riscaldamento;831,70;138,61;403,21;289,88
2002;15;Secondo Trimestre;5;GPL;515,18;85,86;156,62;272,70
2002;15;Secondo Trimestre;6;O.C. fluido BTZ;479,86;43,62;166,84;269,40
2002;15;Secondo Trimestre;8;O.C. denso BTZ;215,09;0,00;31,39;183,70
2002;16;Terzo Trimestre;1;Benzina;1055,51;175,92;541,84;337,75
2002;16;Terzo Trimestre;2;Diesel;849,27;141,55;403,21;304,51
2002;16;Terzo Trimestre;3;Gasolio riscaldamento;832,32;138,72;403,21;290,39
2002;16;Terzo Trimestre;5;GPL;512,67;85,45;156,62;270,60
2002;16;Terzo Trimestre;6;O.C. fluido BTZ;471,04;42,82;166,84;261,38
2002;16;Terzo Trimestre;8;O.C. denso BTZ;211,71;0,00;31,39;180,32
2002;17;Quarto Trimestre;1;Benzina;1055,61;175,93;541,84;337,84
2002;17;Quarto Trimestre;2;Diesel;868,09;144,68;403,21;320,20
2002;17;Quarto Trimestre;3;Gasolio riscaldamento;850,26;141,71;403,21;305,34
2002;17;Quarto Trimestre;5;GPL;545,65;90,94;156,62;298,09
2002;17;Quarto Trimestre;6;O.C. fluido BTZ;487,30;44,30;166,84;276,16
2002;17;Quarto Trimestre;8;O.C. denso BTZ;221,95;0,00;31,39;190,56
2003;1;Gennaio;1;Benzina;1068,53;178,09;541,84;348,60
2003;1;Gennaio;2;Diesel;891,60;148,60;403,21;339,79
2003;1;Gennaio;3;Gasolio riscaldamento;875,59;145,93;403,21;326,45
2003;1;Gennaio;5;GPL;562,78;93,80;156,62;312,36
2003;1;Gennaio;6;O.C. fluido BTZ;507,54;46,14;166,84;294,56
2003;1;Gennaio;7;O.C. ATZ;242,90;0,00;63,75;179,15
2003;1;Gennaio;8;O.C. denso BTZ;245,38;0,00;31,39;213,99
2003;2;Febbraio;1;Benzina;1087,79;181,30;541,84;364,65
2003;2;Febbraio;2;Diesel;906,23;151,04;403,21;351,98
2003;2;Febbraio;3;Gasolio riscaldamento;896,40;149,40;403,21;343,79
2003;2;Febbraio;5;GPL;577,53;96,26;156,62;324,66
2003;2;Febbraio;6;O.C. fluido BTZ;527,26;47,93;166,84;312,48
2003;2;Febbraio;7;O.C. ATZ;245,00;0,00;63,75;181,25
2003;2;Febbraio;8;O.C. denso BTZ;261,68;0,00;31,39;230,29
2003;3;Marzo;1;Benzina;1095,02;182,50;541,84;370,68
2003;3;Marzo;2;Diesel;936,62;156,10;403,21;377,31
2003;3;Marzo;3;Gasolio riscaldamento;926,71;154,45;403,21;369,05
2003;3;Marzo;5;GPL;591,58;98,60;156,62;336,36
2003;3;Marzo;6;O.C. fluido BTZ;553,15;50,29;166,84;336,02
2003;3;Marzo;7;O.C. ATZ;0,00;0,00;0,00;0,00
2003;3;Marzo;8;O.C. denso BTZ;260,65;0,00;31,39;229,26
2003;4;Aprile;1;Benzina;1065,23;177,54;541,84;345,86
2003;4;Aprile;2;Diesel;906,74;151,12;403,21;352,40
2003;4;Aprile;3;Gasolio riscaldamento;865,27;144,21;403,21;317,85
2003;4;Aprile;5;GPL;574,45;95,74;156,62;322,09
2003;4;Aprile;6;O.C. fluido BTZ;520,31;47,30;166,84;306,17
2003;4;Aprile;7;O.C. ATZ;0,00;0,00;0,00;0,00
2003;4;Aprile;8;O.C. denso BTZ;214,70;0,00;31,39;183,30
2003;5;Maggio;1;Benzina;1039,79;173,30;541,84;324,65
2003;5;Maggio;2;Diesel;860,90;143,48;403,21;314,20
2003;5;Maggio;3;Gasolio riscaldamento;824,24;137,37;403,21;283,66
2003;5;Maggio;5;GPL;534,00;89,00;156,62;288,38
2003;5;Maggio;6;O.C. fluido BTZ;496,81;45,16;166,84;284,81
2003;5;Maggio;7;O.C. ATZ;0,00;0,00;0,00;0,00
2003;5;Maggio;8;O.C. denso BTZ;196,39;0,00;31,39;165,00
2003;6;Giugno;1;Benzina;1032,03;172,00;541,84;318,18
2003;6;Giugno;2;Diesel;845,88;140,98;403,21;301,69
2003;6;Giugno;3;Gasolio riscaldamento;822,47;137,08;403,21;282,18
2003;6;Giugno;5;GPL;515,63;85,94;156,62;273,07
2003;6;Giugno;6;O.C. fluido BTZ;495,58;45,05;166,84;283,69
2003;6;Giugno;7;O.C. ATZ;0,00;0,00;0,00;0,00
2003;6;Giugno;8;O.C. denso BTZ;204,45;0,00;31,39;173,06
2003;7;Luglio;1;Benzina;1045,49;174,25;541,84;329,40
2003;7;Luglio;2;Diesel;850,63;141,77;403,21;305,65
2003;7;Luglio;3;Gasolio riscaldamento;817,76;136,30;403,21;278,26
2003;7;Luglio;5;GPL;515,13;85,85;156,62;272,65
2003;7;Luglio;6;O.C. fluido BTZ;505,57;45,96;166,84;292,77
2003;7;Luglio;7;O.C. ATZ;0,00;0,00;0,00;0,00
2003;7;Luglio;8;O.C. denso BTZ;244,77;0,00;31,39;213,38
2003;8;Agosto;1;Benzina;1065,90;177,65;541,84;346,41
2003;8;Agosto;2;Diesel;865,55;144,26;403,21;318,08
2003;8;Agosto;3;Gasolio riscaldamento;826,03;137,67;403,21;285,15
2003;8;Agosto;5;GPL;516,74;86,12;156,62;273,99
2003;8;Agosto;6;O.C. fluido BTZ;523,54;47,60;166,84;309,10
2003;8;Agosto;7;O.C. ATZ;0,00;0,00;0,00;0,00
2003;8;Agosto;8;O.C. denso BTZ;244,56;0,00;31,39;213,17
2003;9;Settembre;1;Benzina;1071,84;178,64;541,84;351,36
2003;9;Settembre;2;Diesel;863,72;143,95;403,21;316,55
2003;9;Settembre;3;Gasolio riscaldamento;824,44;137,41;403,21;283,82
2003;9;Settembre;5;GPL;518,88;86,48;156,62;275,78
2003;9;Settembre;6;O.C. fluido BTZ;502,43;45,68;166,84;289,91
2003;9;Settembre;7;O.C. ATZ;0,00;0,00;0,00;0,00
2003;9;Settembre;8;O.C. denso BTZ;227,87;0,00;31,39;196,48
2003;10;Ottobre;1;Benzina;1043,94;173,99;541,84;328,11
2003;10;Ottobre;2;Diesel;860,80;143,47;403,21;314,13
2003;10;Ottobre;3;Gasolio riscaldamento;837,47;139,58;403,21;294,68
2003;10;Ottobre;5;GPL;520,02;86,67;156,62;276,73
2003;10;Ottobre;6;O.C. fluido BTZ;507,36;46,12;166,84;294,40
2003;10;Ottobre;7;O.C. ATZ;0,00;0,00;0,00;0,00
2003;10;Ottobre;8;O.C. denso BTZ;228,75;0,00;31,39;197,36
2003;11;Novembre;1;Benzina;1043,37;173,90;541,84;327,63
2003;11;Novembre;2;Diesel;873,95;145,66;403,21;325,08
2003;11;Novembre;3;Gasolio riscaldamento;845,99;141,00;403,21;301,78
2003;11;Novembre;5;GPL;526,43;87,74;156,62;282,07
2003;11;Novembre;6;O.C. fluido BTZ;515,59;46,87;166,84;301,88
2003;11;Novembre;7;O.C. ATZ;0,00;0,00;0,00;0,00
2003;11;Novembre;8;O.C. denso BTZ;231,98;0,00;31,39;200,59
2003;12;Dicembre;1;Benzina;1036,82;172,80;541,84;322,18
2003;12;Dicembre;2;Diesel;869,89;144,98;403,21;321,70
2003;12;Dicembre;3;Gasolio riscaldamento;839,60;139,94;403,21;296,45
2003;12;Dicembre;5;GPL;530,56;88,42;156,62;285,51
2003;12;Dicembre;6;O.C. fluido BTZ;514,65;46,78;166,84;301,02
2003;12;Dicembre;7;O.C. ATZ;0,00;0,00;0,00;0,00
2003;12;Dicembre;8;O.C. denso BTZ;211,76;0,00;31,39;180,37
2003;13;Anno;1;Benzina;1057,47;176,25;541,84;339,39
2003;13;Anno;2;Diesel;876,90;146,15;403,21;327,54
2003;13;Anno;3;Gasolio riscaldamento;861,10;143,52;403,21;314,37
2003;13;Anno;5;GPL;540,77;90,13;156,62;294,02
2003;13;Anno;6;O.C. fluido BTZ;512,26;46,57;166,84;298,85
2003;13;Anno;7;O.C. ATZ;44,55;0,00;11,65;32,90
2003;13;Anno;8;O.C. denso BTZ;232,39;0,00;31,39;201,00
2003;14;Primo Trimestre;1;Benzina;1083,65;180,61;541,84;361,20
2003;14;Primo Trimestre;2;Diesel;911,66;151,94;403,21;356,51
2003;14;Primo Trimestre;3;Gasolio riscaldamento;899,67;149,94;403,21;346,52
2003;14;Primo Trimestre;5;GPL;577,29;96,22;156,62;324,45
2003;14;Primo Trimestre;6;O.C. fluido BTZ;529,39;48,13;166,84;314,42
2003;14;Primo Trimestre;8;O.C. denso BTZ;255,71;0,00;31,39;224,32
2003;15;Secondo Trimestre;1;Benzina;1045,62;174,27;541,84;329,51
2003;15;Secondo Trimestre;2;Diesel;871,06;145,17;403,21;322,68
2003;15;Secondo Trimestre;3;Gasolio riscaldamento;837,18;139,53;403,21;294,44
2003;15;Secondo Trimestre;5;GPL;541,28;90,21;156,62;294,45
2003;15;Secondo Trimestre;6;O.C. fluido BTZ;504,15;45,83;166,84;291,48
2003;15;Secondo Trimestre;8;O.C. denso BTZ;205,08;0,00;31,39;173,69
2003;16;Terzo Trimestre;1;Benzina;1060,96;176,83;541,84;342,29
2003;16;Terzo Trimestre;2;Diesel;859,93;143,32;403,21;313,40
2003;16;Terzo Trimestre;3;Gasolio riscaldamento;822,72;137,12;403,21;282,39
2003;16;Terzo Trimestre;5;GPL;516,90;86,15;156,62;274,13
2003;16;Terzo Trimestre;6;O.C. fluido BTZ;510,60;46,42;166,84;297,34
2003;16;Terzo Trimestre;8;O.C. denso BTZ;239,19;0,00;31,39;207,80
2003;17;Quarto Trimestre;1;Benzina;1041,36;173,56;541,84;325,96
2003;17;Quarto Trimestre;2;Diesel;868,15;144,69;403,21;320,25
2003;17;Quarto Trimestre;3;Gasolio riscaldamento;840,97;140,16;403,21;297,60
2003;17;Quarto Trimestre;5;GPL;525,66;87,61;156,62;281,43
2003;17;Quarto Trimestre;6;O.C. fluido BTZ;512,50;46,59;166,84;299,07
2003;17;Quarto Trimestre;8;O.C. denso BTZ;224,08;0,00;31,39;192,69
2004;1;Gennaio;1;Benzina;1047,20;174,53;556,47;316,20
2004;1;Gennaio;2;Diesel;875,28;145,88;403,21;326,19
2004;1;Gennaio;3;Gasolio riscaldamento;845,80;140,96;403,21;301,62
2004;1;Gennaio;5;GPL;531,99;88,66;156,62;286,70
2004;1;Gennaio;6;O.C. fluido BTZ;514,15;46,74;166,84;300,57
2004;1;Gennaio;7;O.C. ATZ;0,00;0,00;0,00;0,00
2004;1;Gennaio;8;O.C. denso BTZ;215,81;0,00;31,39;184,42
2004;2;Febbraio;1;Benzina;1063,10;177,18;558,64;327,28
2004;2;Febbraio;2;Diesel;872,51;145,42;403,21;323,88
2004;2;Febbraio;3;Gasolio riscaldamento;832,08;138,68;403,21;290,19
2004;2;Febbraio;5;GPL;534,76;89,13;156,62;289,02
2004;2;Febbraio;6;O.C. fluido BTZ;508,61;46,24;166,84;295,53
2004;2;Febbraio;7;O.C. ATZ;0,00;0,00;0,00;0,00
2004;2;Febbraio;8;O.C. denso BTZ;210,07;0,00;31,39;178,68
2004;3;Marzo;1;Benzina;1082,15;180,36;558,64;343,15
2004;3;Marzo;2;Diesel;886,94;147,82;403,21;335,91
2004;3;Marzo;3;Gasolio riscaldamento;854,37;142,39;403,21;308,77
2004;3;Marzo;5;GPL;538,02;89,67;156,62;291,73
2004;3;Marzo;6;O.C. fluido BTZ;513,29;46,66;166,84;299,79
2004;3;Marzo;7;O.C. ATZ;0,00;0,00;0,00;0,00
2004;3;Marzo;8;O.C. denso BTZ;218,96;0,00;31,39;187,57
2004;4;Aprile;1;Benzina;1096,99;182,83;558,64;355,52
2004;4;Aprile;2;Diesel;899,36;149,89;403,21;346,25
2004;4;Aprile;3;Gasolio riscaldamento;861,71;143,62;403,21;314,89
2004;4;Aprile;5;GPL;539,15;89,86;156,62;292,67
2004;4;Aprile;6;O.C. fluido BTZ;514,67;46,79;166,84;301,04
2004;4;Aprile;7;O.C. ATZ;0,00;0,00;0,00;0,00
2004;4;Aprile;8;O.C. denso BTZ;222,00;0,00;31,39;190,61
2004;5;Maggio;1;Benzina;1131,29;188,55;558,64;384,10
2004;5;Maggio;2;Diesel;924,13;154,02;403,21;366,90
2004;5;Maggio;3;Gasolio riscaldamento;888,21;148,03;403,21;336,97
2004;5;Maggio;5;GPL;540,11;90,02;156,62;293,47
2004;5;Maggio;6;O.C. fluido BTZ;524,09;47,64;166,84;309,60
2004;5;Maggio;7;O.C. ATZ;0,00;0,00;0,00;0,00
2004;5;Maggio;8;O.C. denso BTZ;239,06;0,00;31,39;207,67
2004;6;Giugno;1;Benzina;1148,14;191,35;558,64;398,15
2004;6;Giugno;2;Diesel;937,48;156,25;403,21;378,02
2004;6;Giugno;3;Gasolio riscaldamento;894,25;149,04;403,21;342,00
2004;6;Giugno;5;GPL;538,04;89,68;156,62;291,75
2004;6;Giugno;6;O.C. fluido BTZ;532,70;48,43;166,84;317,43
2004;6;Giugno;7;O.C. ATZ;0,00;0,00;0,00;0,00
2004;6;Giugno;8;O.C. denso BTZ;242,51;0,00;31,39;211,12
2004;7;Luglio;1;Benzina;1146,85;191,14;558,64;397,07
2004;7;Luglio;2;Diesel;935,83;155,97;403,21;376,65
2004;7;Luglio;3;Gasolio riscaldamento;900,86;150,14;403,21;347,51
2004;7;Luglio;5;GPL;534,60;89,10;156,62;288,88
2004;7;Luglio;6;O.C. fluido BTZ;533,30;48,48;166,84;317,98
2004;7;Luglio;7;O.C. ATZ;0,00;0,00;0,00;0,00
2004;7;Luglio;8;O.C. denso BTZ;235,62;0,00;31,39;204,23
2004;8;Agosto;1;Benzina;1156,74;192,79;558,64;405,31
2004;8;Agosto;2;Diesel;954,81;159,13;403,21;392,47
2004;8;Agosto;3;Gasolio riscaldamento;927,49;154,58;403,21;369,69
2004;8;Agosto;5;GPL;535,50;89,25;156,62;289,63
2004;8;Agosto;6;O.C. fluido BTZ;535,83;48,71;166,84;320,28
2004;8;Agosto;7;O.C. ATZ;0,00;0,00;0,00;0,00
2004;8;Agosto;8;O.C. denso BTZ;233,74;0,00;31,39;202,35
2004;9;Settembre;1;Benzina;1155,81;192,64;558,64;404,53
2004;9;Settembre;2;Diesel;970,13;161,69;403,21;405,23
2004;9;Settembre;3;Gasolio riscaldamento;942,53;157,09;403,21;382,23
2004;9;Settembre;5;GPL;537,22;89,54;156,62;291,07
2004;9;Settembre;6;O.C. fluido BTZ;537,08;48,83;166,84;321,41
2004;9;Settembre;7;O.C. ATZ;0,00;0,00;0,00;0,00
2004;9;Settembre;8;O.C. denso BTZ;234,26;0,00;31,39;202,87
2004;10;Ottobre;1;Benzina;1168,69;194,78;558,64;415,27
2004;10;Ottobre;2;Diesel;996,25;166,04;403,21;427,00
2004;10;Ottobre;3;Gasolio riscaldamento;992,42;165,40;403,21;423,80
2004;10;Ottobre;5;GPL;543,22;90,54;156,62;296,07
2004;10;Ottobre;6;O.C. fluido BTZ;557,94;50,72;166,84;340,37
2004;10;Ottobre;7;O.C. ATZ;0,00;0,00;0,00;0,00
2004;10;Ottobre;8;O.C. denso BTZ;251,39;0,00;31,39;220,00
2004;11;Novembre;1;Benzina;1168,11;194,69;558,64;414,78
2004;11;Novembre;2;Diesel;996,73;166,12;403,21;427,40
2004;11;Novembre;3;Gasolio riscaldamento;984,72;164,12;403,21;417,39
2004;11;Novembre;5;GPL;546,49;91,08;156,62;298,79
2004;11;Novembre;6;O.C. fluido BTZ;569,89;51,81;166,84;351,24
2004;11;Novembre;7;O.C. ATZ;0,00;0,00;0,00;0,00
2004;11;Novembre;8;O.C. denso BTZ;246,50;0,00;31,39;215,11
2004;12;Dicembre;1;Benzina;1132,57;188,76;558,64;385,17
2004;12;Dicembre;2;Diesel;1013,93;168,99;403,21;441,73
2004;12;Dicembre;3;Gasolio riscaldamento;969,81;161,63;403,21;404,97
2004;12;Dicembre;5;GPL;551,18;91,87;156,62;302,70
2004;12;Dicembre;6;O.C. fluido BTZ;564,05;51,28;166,84;345,93
2004;12;Dicembre;7;O.C. ATZ;0,00;0,00;0,00;0,00
2004;12;Dicembre;8;O.C. denso BTZ;232,48;0,00;31,39;201,09
2004;13;Anno;1;Benzina;1125,41;187,57;558,47;379,37
2004;13;Anno;2;Diesel;940,27;156,71;403,21;380,35
2004;13;Anno;3;Gasolio riscaldamento;909,86;151,64;403,21;355,01
2004;13;Anno;5;GPL;539,23;89,87;156,62;292,74
2004;13;Anno;6;O.C. fluido BTZ;531,08;48,28;166,84;315,96
2004;13;Anno;7;O.C. ATZ;0,00;0,00;0,00;0,00
2004;13;Anno;8;O.C. denso BTZ;232,27;0,00;31,39;200,88
2004;14;Primo Trimestre;1;Benzina;1064,17;177,36;557,90;328,91
2004;14;Primo Trimestre;2;Diesel;878,37;146,39;403,21;328,77
2004;14;Primo Trimestre;3;Gasolio riscaldamento;844,35;140,72;403,21;300,42
2004;14;Primo Trimestre;5;GPL;534,93;89,15;156,62;289,16
2004;14;Primo Trimestre;6;O.C. fluido BTZ;512,09;46,55;166,84;298,70
2004;14;Primo Trimestre;8;O.C. denso BTZ;215,05;0,00;31,39;183,66
2004;15;Secondo Trimestre;1;Benzina;1125,54;187,59;558,64;379,31
2004;15;Secondo Trimestre;2;Diesel;920,37;153,39;403,21;363,77
2004;15;Secondo Trimestre;3;Gasolio riscaldamento;881,46;146,91;403,21;331,34
2004;15;Secondo Trimestre;5;GPL;539,11;89,86;156,62;292,63
2004;15;Secondo Trimestre;6;O.C. fluido BTZ;523,82;47,62;166,84;309,36
2004;15;Secondo Trimestre;8;O.C. denso BTZ;234,57;0,00;31,39;203,18
2004;16;Terzo Trimestre;1;Benzina;1153,10;192,19;558,64;402,27
2004;16;Terzo Trimestre;2;Diesel;953,41;158,90;403,21;391,30
2004;16;Terzo Trimestre;3;Gasolio riscaldamento;923,42;153,90;403,21;366,31
2004;16;Terzo Trimestre;5;GPL;535,76;89,29;156,62;289,85
2004;16;Terzo Trimestre;6;O.C. fluido BTZ;535,39;48,67;166,84;319,88
2004;16;Terzo Trimestre;8;O.C. denso BTZ;234,54;0,00;31,39;203,15
2004;17;Quarto Trimestre;1;Benzina;1156,33;192,72;558,64;404,97
2004;17;Quarto Trimestre;2;Diesel;1002,36;167,06;403,21;432,09
2004;17;Quarto Trimestre;3;Gasolio riscaldamento;982,29;163,71;403,21;415,37
2004;17;Quarto Trimestre;5;GPL;546,97;91,16;156,62;299,19
2004;17;Quarto Trimestre;6;O.C. fluido BTZ;563,90;51,26;166,84;345,80
2004;17;Quarto Trimestre;8;O.C. denso BTZ;243,42;0,00;31,39;212,03
2005;1;Gennaio;1;Benzina;1098,07;183,01;558,64;356,41
2005;1;Gennaio;2;Diesel;1009,00;168,16;403,21;437,62
2005;1;Gennaio;3;Gasolio riscaldamento;955,00;159,17;403,21;392,62
2005;1;Gennaio;5;GPL;552,20;92,03;156,62;303,55
2005;1;Gennaio;6;O.C. fluido BTZ;561,80;51,07;166,84;343,89
2005;1;Gennaio;7;O.C. ATZ;0,00;0,00;0,00;0,00
2005;1;Gennaio;8;O.C. denso BTZ;239,21;0,00;31,39;207,82
2005;2;Febbraio;1;Benzina;1135,12;189,18;558,83;387,10
2005;2;Febbraio;2;Diesel;1022,64;170,44;403,56;448,64
2005;2;Febbraio;3;Gasolio riscaldamento;965,69;160,95;403,21;401,53
2005;2;Febbraio;5;GPL;551,88;91,98;156,62;303,28
2005;2;Febbraio;6;O.C. fluido BTZ;569,42;51,77;166,84;350,81
2005;2;Febbraio;7;O.C. ATZ;0,00;0,00;0,00;0,00
2005;2;Febbraio;8;O.C. denso BTZ;246,18;0,00;31,39;214,79
2005;3;Marzo;1;Benzina;1170,15;195,02;564,00;411,13
2005;3;Marzo;2;Diesel;1057,44;176,24;413,00;468,20
2005;3;Marzo;3;Gasolio riscaldamento;1007,54;167,92;403,21;436,41
2005;3;Marzo;5;GPL;552,97;92,16;156,62;304,19
2005;3;Marzo;6;O.C. fluido BTZ;584,96;53,18;166,84;364,95
2005;3;Marzo;7;O.C. ATZ;0,00;0,00;0,00;0,00
2005;3;Marzo;8;O.C. denso BTZ;270,12;0,00;31,39;238,73
2005;4;Aprile;1;Benzina;1219,72;203,29;564,00;452,43
2005;4;Aprile;2;Diesel;1106,30;184,38;413,00;508,92
2005;4;Aprile;3;Gasolio riscaldamento;1022,08;170,35;403,21;448,52
2005;4;Aprile;5;GPL;553,73;92,29;156,62;304,82
2005;4;Aprile;6;O.C. fluido BTZ;603,28;54,84;166,84;381,60
2005;4;Aprile;7;O.C. ATZ;0,00;0,00;0,00;0,00
2005;4;Aprile;8;O.C. denso BTZ;294,90;0,00;31,39;263,51
2005;5;Maggio;1;Benzina;1208,74;201,46;564,00;443,29
2005;5;Maggio;2;Diesel;1070,75;178,46;413,00;479,30
2005;5;Maggio;3;Gasolio riscaldamento;997,40;166,23;403,21;427,96
2005;5;Maggio;5;GPL;553,22;92,20;156,62;304,40
2005;5;Maggio;6;O.C. fluido BTZ;590,03;53,64;166,84;369,55
2005;5;Maggio;7;O.C. ATZ;0,00;0,00;0,00;0,00
2005;5;Maggio;8;O.C. denso BTZ;286,77;0,00;31,39;255,38
2005;6;Giugno;1;Benzina;1209,00;201,50;564,00;443,50
2005;6;Giugno;2;Diesel;1090,44;181,74;413,00;495,70
2005;6;Giugno;3;Gasolio riscaldamento;1034,56;172,43;403,21;458,93
2005;6;Giugno;5;GPL;553,20;92,20;156,62;304,38
2005;6;Giugno;6;O.C. fluido BTZ;610,70;55,52;166,84;388,34
2005;6;Giugno;7;O.C. ATZ;0,00;0,00;0,00;0,00
2005;6;Giugno;8;O.C. denso BTZ;300,23;0,00;31,39;268,84
2005;7;Luglio;1;Benzina;1244,86;207,48;564,00;473,38
2005;7;Luglio;2;Diesel;1131,04;188,51;413,00;529,53
2005;7;Luglio;3;Gasolio riscaldamento;1067,96;177,99;403,21;486,76
2005;7;Luglio;5;GPL;553,42;92,24;156,62;304,56
2005;7;Luglio;6;O.C. fluido BTZ;645,33;58,67;166,84;419,82
2005;7;Luglio;7;O.C. ATZ;0,00;0,00;0,00;0,00
2005;7;Luglio;8;O.C. denso BTZ;323,19;0,00;31,39;291,80
2005;8;Agosto;1;Benzina;1255,86;209,31;564,00;482,55
2005;8;Agosto;2;Diesel;1140,61;190,10;413,00;537,51
2005;8;Agosto;3;Gasolio riscaldamento;1074,25;179,04;403,21;492,00
2005;8;Agosto;5;GPL;553,99;92,33;156,62;305,04
2005;8;Agosto;6;O.C. fluido BTZ;648,03;58,91;166,84;422,28
2005;8;Agosto;7;O.C. ATZ;0,00;0,00;0,00;0,00
2005;8;Agosto;8;O.C. denso BTZ;323,39;0,00;31,39;292,00
2005;9;Settembre;1;Benzina;1303,59;217,26;564,00;522,32
2005;9;Settembre;2;Diesel;1182,41;197,07;413,00;572,35
2005;9;Settembre;3;Gasolio riscaldamento;1129,32;188,22;403,21;537,89
2005;9;Settembre;5;GPL;570,17;95,03;156,62;318,52
2005;9;Settembre;6;O.C. fluido BTZ;684,00;62,18;166,84;454,98
2005;9;Settembre;7;O.C. ATZ;0,00;0,00;0,00;0,00
2005;9;Settembre;8;O.C. denso BTZ;354,98;0,00;31,39;323,58
2005;10;Ottobre;1;Benzina;1321,38;220,23;564,00;537,15
2005;10;Ottobre;2;Diesel;1211,12;201,85;413,00;596,27
2005;10;Ottobre;3;Gasolio riscaldamento;1138,53;189,75;403,21;545,56
2005;10;Ottobre;5;GPL;596,52;99,42;156,62;340,48
2005;10;Ottobre;6;O.C. fluido BTZ;697,49;63,41;166,84;467,24
2005;10;Ottobre;7;O.C. ATZ;0,00;0,00;0,00;0,00
2005;10;Ottobre;8;O.C. denso BTZ;364,55;0,00;31,39;333,16
2005;11;Novembre;1;Benzina;1243,77;207,30;564,00;472,47
2005;11;Novembre;2;Diesel;1144,61;190,77;413,00;540,84
2005;11;Novembre;3;Gasolio riscaldamento;1099,18;183,20;403,21;512,77
2005;11;Novembre;5;GPL;611,78;101,96;156,62;353,20
2005;11;Novembre;6;O.C. fluido BTZ;687,95;62,54;166,84;458,57
2005;11;Novembre;7;O.C. ATZ;0,00;0,00;0,00;0,00
2005;11;Novembre;8;O.C. denso BTZ;349,02;0,00;31,39;317,63
2005;12;Dicembre;1;Benzina;1220,03;203,34;564,00;452,70
2005;12;Dicembre;2;Diesel;1119,45;186,58;413,00;519,88
2005;12;Dicembre;3;Gasolio riscaldamento;1088,62;181,44;403,21;503,98
2005;12;Dicembre;5;GPL;636,07;106,01;156,62;373,44
2005;12;Dicembre;6;O.C. fluido BTZ;686,90;62,44;166,84;457,62
2005;12;Dicembre;7;O.C. ATZ;0,00;0,00;0,00;0,00
2005;12;Dicembre;8;O.C. denso BTZ;344,61;0,00;31,39;313,22
2005;13;Anno;1;Benzina;1220,65;203,44;563,21;453,99
2005;13;Anno;2;Diesel;1109,82;184,97;411,62;513,23
2005;13;Anno;3;Gasolio riscaldamento;1043,77;173,96;403,21;466,60
2005;13;Anno;5;GPL;569,95;94,99;156,62;318,34
2005;13;Anno;6;O.C. fluido BTZ;627,94;57,08;166,84;404,02
2005;13;Anno;7;O.C. ATZ;0,00;0,00;0,00;0,00
2005;13;Anno;8;O.C. denso BTZ;305,39;0,00;31,39;273,99
2005;14;Primo Trimestre;1;Benzina;1134,42;189,07;560,55;384,80
2005;14;Primo Trimestre;2;Diesel;1029,93;171,65;406,69;451,59
2005;14;Primo Trimestre;3;Gasolio riscaldamento;976,42;162,74;403,21;410,47
2005;14;Primo Trimestre;5;GPL;552,37;92,06;156,62;303,69
2005;14;Primo Trimestre;6;O.C. fluido BTZ;572,15;52,01;166,84;353,30
2005;14;Primo Trimestre;8;O.C. denso BTZ;252,03;0,00;31,39;220,64
2005;15;Secondo Trimestre;1;Benzina;1212,45;202,08;564,00;446,37
2005;15;Secondo Trimestre;2;Diesel;1088,96;181,49;413,00;494,47
2005;15;Secondo Trimestre;3;Gasolio riscaldamento;1017,79;169,63;403,21;444,95
2005;15;Secondo Trimestre;5;GPL;553,38;92,23;156,62;304,53
2005;15;Secondo Trimestre;6;O.C. fluido BTZ;601,21;54,66;166,84;379,71
2005;15;Secondo Trimestre;8;O.C. denso BTZ;293,89;0,00;31,39;262,50
2005;16;Terzo Trimestre;1;Benzina;1267,72;211,29;564,00;492,43
2005;16;Terzo Trimestre;2;Diesel;1151,02;191,84;413,00;546,18
2005;16;Terzo Trimestre;3;Gasolio riscaldamento;1090,09;181,68;403,21;505,20
2005;16;Terzo Trimestre;5;GPL;559,07;93,18;156,62;309,27
